Aircraft A,Aircraft A Ini Man Time,Aircraft A Ini Man Lat,Aircraft A Ini Man Lon,Aircraft A Ini Man Alt,Aircraft A Ini Man Vel_xy,Aircraft A Ini Man Vel_z,Aircraft A Ini Man Track,Speed Maneuver,Altitude Maneuver,Track Maneuver,Aircraft A End Man Time,Aircraft A End Man Lat,Aircraft A End Man Lon,Aircraft A End Man Alt,Aircraft A End Man Vel_xy,Aircraft A End Man Vel_z,Aircraft A End Man Track,Aircraft A Conflict Time,Aircraft A Conflict Lat,Aircraft A Conflict Lon,Aircraft A Conflict Alt,Aircraft A Conflict Vel_xy,Aircraft A Conflict Vel_z,Aircraft A Conflict Track,Aircraft B,Aircraft B Conflict Time,Aircraft B Conflict Lat,Aircraft B Conflict Lon,Aircraft B Conflict Alt,Aircraft B Conflict Vel_xy,Aircraft B Conflict Vel_z,Aircraft B Conflict Track
4cad49,2023-07-27 12:41:22,42.969534896630925,26.74707642950293,11149.607428102418,276.73740952243725,-12.032690202108995,92.95162384723639,-1,0,0,2023-07-27 13:54:22,41.755994336823846,41.2870749502002,11276.999999124144,268.38716507237655,0.08194757461851034,99.0471412977839,2023-07-27 12:47:22,42.922275034396684,27.966094438321242,11149.607428102418,165.81553862141388,0.0,93.51782221026993,452086,2023-07-27 12:47:15,42.90963369503573,28.056785515520435,10612.659998487656,238.18220575447086,0.0,153.69238534538167
4d239b,2023-07-27 11:41:25,41.865812603144434,31.07115404022175,11281.540056171865,238.43754030048711,0.3891527265650745,123.6118077810089,0,0,1,2023-07-27 11:53:25,40.785525392904894,32.349526578976736,11206.47437147248,178.40423004003878,-5.988053754398723,139.22656104171674,2023-07-27 11:42:25,41.79442196854132,31.214498568796134,11281.540056171865,238.8770770517692,0.0,126.4345870608884,4bcdee,2023-07-27 11:41:28,41.82403711340206,31.238221649484537,10972.503092783505,242.6038878661607,0.0,317.6855670103093
502d34,2023-07-27 13:48:23,43.02241324798375,-1.815552444339143,11223.585810651259,201.90178727801097,1.4156675304294228,216.9046788600714,0,0,-1,2023-07-27 14:13:23,40.11135819594172,-2.6760334051134325,11234.324876942104,215.24212797224564,-0.9434410241870161,199.249649888263,2023-07-27 13:57:23,42.23728717838415,-2.613136571877522,11223.585810651259,229.29155344553877,-0.4457692307692307,183.41668525972375,3950d0,2023-07-27 13:57:08,42.255775,-2.527615,10713.6,242.1035690110303,-0.4457692307692307,25.0
7380c1,2023-07-27 19:05:39,40.85393853880064,-109.82883904347342,10588.398659429848,277.8596721832629,59.150185818612044,45.2358175094691,0,0,1,2023-07-27 19:23:39,42.547264480959434,-107.46820563201968,10461.591513656478,273.9653971942936,-4.2460900140852855,62.42040928705537,2023-07-27 19:07:39,41.065196764909935,-109.54740544520403,10588.398659429848,275.4452201972274,-0.00046880594343170893,50.87652798646792,a842e7,2023-07-27 19:07:33,41.01755595238095,-109.51888296130953,10363.0,215.50458124960193,-0.00046880594343170893,300.31175595238096
7380c3,2023-07-27 18:53:04,27.07040111024258,49.43083728777083,11098.786435437654,246.85900285850775,-14.82161810008404,91.9896472131937,-1,0,0,2023-07-27 19:21:04,25.957361355176133,53.530492652284295,11136.615192917456,252.27749605709565,-2.470831208511503,108.04407250617699,2023-07-27 19:02:04,27.027920367979647,50.77363006108404,11098.786435437654,79.09251958018038,0.0,98.15774185084084,70203e,2023-07-27 19:01:56,27.009735294117647,50.841258823529415,10668.0,112.95769531920945,0.0,95.67647058823529
740731,2023-07-27 11:41:30,46.35364789787016,11.351646240303696,10588.570026420892,266.8772111765037,-9.297583858051066,147.2828210011887,0,0,-1,2023-07-27 12:16:30,43.10953993777783,16.98308381099561,10677.2089221317,278.8954947027799,0.04744319877160326,129.71836547240332,2023-07-27 11:57:30,44.413286557226655,13.118106553084703,10588.570026420892,273.6958832152979,-14.073664224393994,126.5487509619092,406fdb,2023-07-27 11:56:37,44.36466757679181,13.068252218430034,10856.83276450512,205.52993696752745,-14.073664224393994,312.0
80073d,2023-07-27 12:43:28,49.12096214479791,15.520359217396596,11376.81336911311,290.36469703319005,-1.2419268149638965,106.86741847268318,-1,0,0,2023-07-27 13:00:28,47.90328713204034,19.00195051773279,11765.456462661463,282.6370921849464,1.470632744805313,125.31091251900938,2023-07-27 12:49:28,48.84687946683585,16.88641622044267,11376.81336911311,181.4705620932456,0.0,107.42449997122705,407ac3,2023-07-27 12:48:57,48.918327272727275,16.858681818181818,11277.0,280.826065287143,0.0,137.0909090909091
800c42,2023-07-27 11:52:21,27.070020793254105,49.63275326369271,10681.761504164868,102.15268957131529,-0.0012785177492052936,91.87418414949046,1,0,0,2023-07-27 12:11:21,26.48957798717448,52.3717433498296,10498.18720677945,110.73963615029422,-1.861778201903853,110.53524171599788,2023-07-27 11:53:21,27.068198164484347,49.69450926229696,10681.761504164868,104.7546144558374,5.109082871299897,93.48875249931031,896372,2023-07-27 11:52:31,27.055088841201716,49.786395278969955,11003.416309012875,85.45443394127824,5.109082871299897,93.0
800c42,2023-07-27 12:13:21,26.472138190354514,52.404618232593,10493.535402680183,75.82931276542378,-1.8367304892659293,110.95057351311664,-1,0,0,2023-07-27 12:33:21,26.485311822108862,55.324976316339914,10669.615389137647,85.61770726936503,0.04448895276700197,63.366505465917704,2023-07-27 12:25:21,26.295862300607503,52.91553581649102,10493.535402680183,237.77626933405847,8.448644609358896,80.87614560638754,70606c,2023-07-27 12:24:57,26.300040476190475,52.9772619047619,9963.595238095239,231.3973116381772,8.448644609358896,110.0
89618a,2023-07-27 12:11:58,47.391647040981624,11.570543061234948,11799.184420111967,283.6592943638133,-4.113276530409618,98.12553615353217,-1,0,0,2023-07-27 12:31:58,46.85255876811017,16.007459219780042,11886.76881344595,292.0179890090571,-0.012820253600462527,101.70418952828827,2023-07-27 12:16:58,47.28237634345657,12.684994193128842,11799.184420111967,189.29240229208793,-2.256270821085634,97.55003075825847,80073a,2023-07-27 12:16:08,47.268159259259264,12.7112,12011.25925925926,219.28426395823416,-2.256270821085634,278.0
896411,2023-07-27 11:56:23,27.021604994172844,49.418372617954404,10668.130421112552,81.62833707553852,-0.00030339435797895883,93.84849462774669,1,0,0,2023-07-27 12:19:23,26.4667010316059,52.0524017622429,10668.000202218735,88.37231284379106,-8.371480769944612e-07,110.0865499948668,2023-07-27 12:07:23,26.988876172474793,49.959958053837646,10668.130421112552,271.2884974732871,0.0,106.87574547412972,738055,2023-07-27 12:06:33,27.047672151898734,49.95392708860759,10668.0,355.55660143478565,0.0,91.22784810126582
8964a7,2023-07-27 10:26:26,40.0498759461392,38.50983201156585,10953.955301700955,223.90001425000503,0.09661234137287722,309.38380980294124,-1,0,0,2023-07-27 11:03:26,41.350913342616465,33.07807890128213,10975.441324375815,214.35536381376926,0.04236575852029731,298.2571032286651,2023-07-27 10:45:26,41.50704710241267,36.17130403857402,10953.955301700955,138.52679005109567,-1.3920080626975944,298.5846255902696,151e12,2023-07-27 10:45:18,41.58521497093023,36.18027703488372,11065.539244186046,282.7728881660322,-1.3920080626975944,62.65406976744186
8964a7,2023-07-27 11:55:26,44.5702227119746,25.594222756243216,10978.237674139791,190.11378318545655,0.6447511097500667,300.3052184794164,1,0,0,2023-07-27 13:54:26,50.42495436521159,7.8380344206161165,8543.958030822301,199.84404866816598,-15.18536993259344,293.6169049240786,2023-07-27 12:10:26,45.3461146889691,23.721178586454528,10978.237674139791,239.2880516054511,-3.904431258679459,298.58598707055705,896214,2023-07-27 12:09:30,45.3520595505618,23.818850561797753,11417.505617977527,229.05628382903447,-3.904431258679459,300.0
8964ff,2023-07-27 12:42:25,48.118090100324046,15.816840349016958,11124.3752572884,292.4783629934301,-7.681706235597177,114.94819794646021,-1,0,0,2023-07-27 12:55:25,47.38444350073633,17.986463111791906,11097.599847748901,298.2714936604172,-5.40611569305115,117.25923460271098,2023-07-27 12:47:25,47.78424648030657,16.88122999236655,11124.3752572884,205.75099736694648,0.0,115.88594635941853,8964a4,2023-07-27 12:46:31,47.82557775862069,17.00320172413793,10972.0,210.44288980768997,0.0,294.45862068965516
896513,2023-07-27 11:16:43,41.075506611035884,25.940497259787254,10604.122356630387,276.1416680408727,-6.8764092129260685,83.19292975753638,0,0,1,2023-07-27 11:29:43,40.73118381498389,28.401537052825464,10668.969964657028,274.92647995148843,0.10126076106833862,100.93642880694252,2023-07-27 11:17:43,41.093023365200864,26.136311948715825,10604.122356630387,276.2151946976456,-0.14251937659139857,85.82379030447741,706068,2023-07-27 11:17:28,41.1311649122807,26.16384649122807,11113.798245614034,268.8231334624295,-0.14251937659139857,91.46491228070175
a01880,2023-07-27 11:08:10,38.78346941162894,-80.69594008089055,10336.771709184142,248.2692012442136,-2.7822631884239946,256.8140429989436,0,-1,0,2023-07-27 12:39:10,36.04963778893559,-95.20567012344605,10295.838952736163,247.60011729480883,-0.4492755946930776,259.37398513054706,2023-07-27 12:21:10,36.54019195689211,-92.69444697970998,10336.771709184142,244.54783199112478,5.290217913795865,253.1707934318816,a98b76,2023-07-27 12:20:42,36.55722025316456,-92.7695417721519,10552.177215189873,230.54249624269244,5.290217913795865,111.62025316455696
a0da92,2023-07-27 17:20:00,30.865615269783202,-92.1416911660591,11280.197381857037,209.94020042482816,0.0933964556978539,78.95518757060222,0,0,-1,2023-07-27 18:48:00,36.89959906086592,-81.67431482640751,11286.774842093719,219.06012713539968,0.20259700979509326,61.37279947752964,2023-07-27 18:31:00,32.40612104381355,-82.88715190189757,11280.197381857037,229.354716710188,0.0,55.488049677882735,ab6fdd,2023-07-27 18:30:14,32.342559615384616,-82.91679086538461,10972.0,215.0621856562378,0.0,241.0
a1d76b,2023-07-27 12:49:47,36.67952851737276,-97.71182721535023,10972.000038193168,190.6985114650994,7.149792504906191e-07,259.8880340536043,1,0,0,2023-07-27 13:59:47,35.21235769097397,-107.78999855645164,10972.000073725567,200.262614166682,-5.188461749534261e-07,257.1109378832031,2023-07-27 13:34:47,35.861896172562275,-103.3524818500694,10972.000038193168,219.08549151795816,0.0,264.15066068824035,ab64b8,2023-07-27 13:34:30,35.93060478583092,-103.39029446049491,10731.224017083281,243.80748215724608,0.0,134.9355960306494
a1fb1a,2023-07-27 12:21:58,34.373389505454654,-102.43281303760702,10968.608675309402,109.50499520209225,0.2834472241246872,289.98670705915305,1,0,0,2023-07-27 12:46:58,35.911975911368366,-106.89692373422518,10971.98860459293,104.0911377807445,0.3908204050924409,294.90189167535885,2023-07-27 12:26:58,34.47452061772931,-102.768708795016,10968.608675309402,193.97358185760433,0.0,289.72983439269444,a10bbc,2023-07-27 12:26:40,34.48423333333333,-102.71063333333333,10668.0,236.0164429209338,0.0,105.22222222222223
a295c9,2023-07-27 17:30:29,40.57250738233389,-102.66369125254363,10898.577774305795,226.80664897128113,2.678428196153568,294.80571971584686,0,0,-1,2023-07-27 17:48:29,40.78273556460887,-105.4462541429773,10952.788640487412,221.92849862049408,-2.2716479814152004,276.87101244511587,2023-07-27 17:32:29,40.675149933951154,-102.95579188037179,10898.577774305795,226.0034605720005,3.5224787960506294,290.07737182593667,c080d9,2023-07-27 17:31:55,40.72164863207342,-102.91049552868513,10723.866933147752,242.683512228829,3.5224787960506294,109.04960897742595
a2b154,2023-07-27 11:43:32,28.62205914428923,-83.23017271728375,10363.158060011006,230.64017536943416,0.2308564472523608,195.30219104413902,0,0,1,2023-07-27 11:54:32,27.54790965986082,-84.06105724984403,10362.994094094653,241.88847409485672,-0.008523615610150966,215.6204211388392,2023-07-27 11:48:32,28.019830090280813,-83.4162695405647,10363.158060011006,238.2460993512528,-4.299274409544678,213.84367622910656,a438f1,2023-07-27 11:46:26,28.01396756756757,-83.38846756756757,10151.00054054054,208.36342708817526,-4.299274409544678,177.01189189189188
a31b74,2023-07-27 11:35:45,35.046737296615355,-97.39208925735524,12000.335312660445,224.23819334353914,2.4407703270763625,351.9805289752376,0,0,-1,2023-07-27 12:08:45,38.10383909458631,-100.15146968058579,12213.695069937898,201.7466695021385,0.1488399528627537,331.71188582406995,2023-07-27 11:58:45,37.80807905627951,-97.87397678694455,12000.335312660445,208.70688520128863,-0.0005183333333328619,322.287524457291,c0174d,2023-07-27 11:57:47,37.745150312499995,-97.93710656249999,11582.0,246.72068905477914,-0.0005183333333328619,252.05625
a32e8c,2023-07-27 10:59:06,32.10641065479363,-101.82140119301293,10814.617229759162,228.93288871918827,-15.577866191787745,332.56433160074283,0,0,-1,2023-07-27 11:48:06,36.246002763601204,-107.31023291657506,10847.720934940255,227.9767380292397,-6.580323065471757,314.6766090943903,2023-07-27 11:28:06,35.2932988028581,-103.80287575903289,10814.617229759162,234.23448208030612,1.9911888239590945,310.07189319701405,ad9e73,2023-07-27 11:27:36,35.36301689189189,-103.79278108108109,10352.695945945947,236.95128732747781,1.9911888239590945,261.9662162162162
a3b87f,2023-07-27 17:35:02,43.03098165883948,-87.3820314390301,10515.386086690165,260.63879551421905,-2.7636340655435165,97.01015196675976,0,0,1,2023-07-27 18:15:02,38.84473384963752,-84.56719092364143,10481.586947117825,243.27293364947514,-0.35043379194085716,120.19415878912082,2023-07-27 17:43:02,42.892275569127264,-85.86037955996792,10515.386086690165,252.0980773622379,0.0,150.4375878924885,a9a399,2023-07-27 17:42:11,42.825716317991635,-85.7517849372385,10363.0,239.78639058562305,0.0,223.47698744769875
a494c5,2023-07-27 16:51:09,35.64540929591881,-101.26784113009742,10363.000018028182,190.51184267681646,-1.8070318303088632e-06,267.1922221288447,1,0,0,2023-07-27 17:53:09,34.245453254204364,-110.85840805462225,10362.99999999998,196.4447068034601,-4.088167810696636e-14,264.20322823761643,2023-07-27 17:14:09,35.52782133048468,-104.16508340525216,10363.000018028182,233.052226312531,-11.578360964766738,266.0930920628169,acce3f,2023-07-27 17:13:40,35.52509420289855,-104.09069041248607,9870.647714604236,254.59359574068634,-11.578360964766738,57.38573021181717
a4ea77,2023-07-27 13:33:38,32.94048220327686,-112.13799550805912,10281.88412122637,231.89149934550977,0.16354711940176053,283.832996164683,0,0,-1,2023-07-27 13:49:38,32.81751570481861,-114.36976229326388,10329.156369128503,233.20372875682585,-1.4590065645750916,269.0036840933377,2023-07-27 13:34:38,32.9703941683505,-112.28251111910316,10281.88412122637,230.78660504721046,-6.3258548738710685,282.98254010420686,a57f42,2023-07-27 13:33:45,32.89323230769231,-112.33873692307692,10817.661538461538,231.3022827659604,-6.3258548738710685,282.0
a690a8,2023-07-27 18:16:41,44.85194389558323,-90.94487450270789,10621.476791457371,275.31728930560456,-0.9685538377148261,96.90297199554732,0,0,1,2023-07-27 19:18:41,38.06931416404458,-85.2445031909362,10508.306686673306,240.30153262962673,-0.759802973182369,111.45097807800238,2023-07-27 18:41:41,44.40061020469941,-85.77937366911681,10621.476791457371,257.2037565608711,0.0,160.32951779859658,3c6711,2023-07-27 18:41:32,44.41075,-85.76464999999999,10058.0,272.4414890593872,0.0,44.0
a79e31,2023-07-27 12:47:48,37.178688443919725,-89.12158531780395,10240.87922259763,206.20499532847904,4.165807437278709,255.1918159254868,1,0,0,2023-07-27 13:56:48,35.482405337937465,-100.34728414010563,10231.036262588605,205.72523669671688,-4.654183091919807,264.9217728850419,2023-07-27 13:08:48,36.57871888012911,-91.93859701307197,10240.87922259763,246.12140670904105,0.0,258.0796837560276,a7fe1c,2023-07-27 13:08:45,36.5747859375,-92.04104140625,9753.0,230.40720380060495,0.0,124.171875
a7b0c4,2023-07-27 10:43:03,34.49333186472889,-78.6079854057693,10277.028174970235,216.61130220909573,-2.6373117924151024,217.49609335991934,-1,0,0,2023-07-27 11:02:03,32.897924996377796,-80.55798303426913,10327.04458820477,212.06577699171962,-0.2840686898974675,225.57014180416778,2023-07-27 10:45:03,34.30736077545755,-78.77996758176138,10277.028174970235,192.5240802793278,0.0,220.08570013488784,aaf0ce,2023-07-27 10:44:58,34.23783699115044,-78.83593185840708,10363.0,137.51883329816388,0.0,214.55221238938054
a8021d,2023-07-27 12:02:58,39.95674765225818,-93.55199617974834,12138.423931427544,345.5441381891176,-5.3527481322882,302.7586208921496,1,0,0,2023-07-27 12:24:58,41.28574643164262,-96.36234771612169,12195.950361709734,341.3604815690949,0.426879477009603,301.4861131062846,2023-07-27 12:20:58,41.771777708661695,-97.27771727186455,12138.423931427544,203.18846761806068,0.0,302.2429741610806,ab4126,2023-07-27 12:20:13,41.83119041916167,-97.21059461077844,12192.0,230.2943399798579,0.0,300.22754491017963
a8021d,2023-07-27 12:24:58,41.28574643164262,-96.36234771612169,12195.950361709734,341.3604815690949,0.426879477009603,301.4861131062846,-1,0,0,2023-07-27 12:57:58,43.28494722765519,-101.13103823386754,12180.309097766412,346.82485368077994,-0.7383613493665039,297.914040294637,2023-07-27 12:45:58,43.30402727305451,-100.81402686558867,12195.950361709734,85.78002938617718,0.0,298.7639248621964,ab4126,2023-07-27 12:45:13,43.26343077790305,-100.88118714768883,12496.0,224.81440846637233,0.0,295.02593010146563
a9f30b,2023-07-27 11:28:51,44.760531556111076,-119.77907238615263,11232.155648681794,271.99796139269415,-5.8370039143284895,101.11119525504925,-1,0,0,2023-07-27 11:53:51,43.86426945365452,-115.04110953010988,11118.15967689067,281.67426270560503,-7.883524229078331,107.87776322533148,2023-07-27 11:35:51,44.56116835851696,-118.36601296906254,11232.155648681794,129.68114735455993,2.1999536252618053,96.40321091590269,a6c6c8,2023-07-27 11:35:25,44.51360167130919,-118.27660111420613,11277.116991643454,208.52234435663757,2.1999536252618053,187.9766016713092
aaa668,2023-07-27 18:50:15,29.9878150181274,-83.13278519710539,11924.138961346584,211.57318603506303,3.4631583156087924,142.39853918130018,0,0,1,2023-07-27 19:16:15,27.493423328042642,-82.33947596068283,11967.25499429041,203.53047181684866,-0.19687861869897977,157.9401910845567,2023-07-27 18:52:15,29.80630713083562,-82.97246801446494,11924.138961346584,211.24302036714388,0.0,145.86580427052692,c08536,2023-07-27 18:52:14,29.76815614035088,-82.97241228070175,11582.0,238.2729258808563,0.0,213.18713450292398
ab1fbb,2023-07-27 11:39:45,34.486066140511774,-106.74002898769807,10532.628297451247,239.6601530157868,-1.2593052674155396,95.48145047172382,0,0,1,2023-07-27 11:59:45,33.180920721644114,-104.10726835966304,10494.075330280486,240.0622048572523,-5.543026139870341,111.98837925665804,2023-07-27 11:40:45,34.47358443704583,-106.58422160221879,10532.628297451247,261.26997233577384,1.2568681318681318,96.90766505562698,a5bb17,2023-07-27 11:40:37,34.47113076923077,-106.61353846153847,10058.0,243.98517157289143,1.2568681318681318,92.6923076923077
abd8e4,2023-07-27 11:55:38,36.07455925555129,-99.89724845428138,11582.190620992289,118.13337714696368,-0.02640877817013099,313.09870441486544,1,0,0,2023-07-27 12:39:38,39.152451058506045,-103.83073103157393,6680.076525424784,111.77682372132116,-3.123934755133932,310.7024292575474,2023-07-27 12:19:38,37.121624009995664,-101.28586596369642,11582.190620992289,220.72824081178095,0.0,312.7433903237265,c0174d,2023-07-27 12:18:47,37.1612,-101.2965,11582.0,241.03201572269924,0.0,263.0
ad285f_1,2023-07-27 15:17:08,35.119268545044534,-105.514157102897,10545.035376408083,235.54007177769572,-0.35342109991001225,86.93609258570486,0,1,0,2023-07-27 18:01:08,37.856964141378256,-79.80966325561117,10552.681440349392,248.2386797225909,-4.140018304231366,81.66348785684649,2023-07-27 15:54:08,35.367509859991344,-99.77705479148452,10545.035376408083,229.6167165176467,-0.5251006555816768,87.54210481734559,a69495,2023-07-27 15:54:07,35.31677455101446,-99.7566278371032,10964.955225706242,185.7620361360741,-0.5251006555816768,177.713541889137
ad7ab8,2023-07-27 11:55:39,34.08235734420338,-101.21585757142641,9828.8621982043,244.6551477658754,-1.0569435362976514,91.63380138468105,0,0,-1,2023-07-27 13:13:39,37.467785255427636,-92.76450794470821,10040.595366594196,232.8891614172625,1.4120370657876185,73.45122936128432,2023-07-27 12:00:39,34.06297777419809,-100.42105516179173,9828.8621982043,240.60376860301596,2.050544022274807,75.44484141600987,a23494,2023-07-27 12:00:17,34.00073937823834,-100.39434715025907,10192.326424870465,40.09565689443675,2.050544022274807,294.0
ae056f,2023-07-27 18:48:14,37.89670139779947,-108.54432073554567,10545.719191575463,243.3989191596557,-10.86759354611642,24.709534746247773,0,0,1,2023-07-27 19:31:14,41.523631122182806,-102.82317526037518,10537.293887983726,246.20659867353422,-7.478314408198663,42.68955138019549,2023-07-27 18:51:14,38.2552079166387,-108.33542250848893,10545.719191575463,243.0316466130582,0.5258958766909468,33.47100481427827,ab5f00,2023-07-27 18:50:43,38.331132258064514,-108.26038024193548,10978.892177419355,220.25883794291815,0.5258958766909468,230.7639919354839
c05218,2023-07-27 11:54:30,41.10958186282254,-88.73980820306161,10207.851975015377,232.83528188036493,-12.705865937204258,252.40525862620956,0,-1,0,2023-07-27 13:18:30,38.58999727477932,-101.94554667047069,10186.186438119701,222.83743648078175,-1.6807064606081359,261.8253479924932,2023-07-27 12:44:30,39.202736009125665,-96.55348043510338,10207.851975015377,228.38064961549745,-2.164045877486884,263.61090310737177,a53207,2023-07-27 12:43:41,39.12959961430575,-96.52558561974053,10057.454296984572,224.71654411265945,-2.164045877486884,299.4901748772791
c05218,2023-07-27 13:18:30,38.58999727477932,-101.94554667047069,10186.186438119701,222.83743648078175,-1.6807064606081359,261.8253479924932,0,1,0,2023-07-27 14:14:30,37.471368222780924,-110.27138342050915,10214.921934808795,225.03386923355316,-3.294371115406263,256.75052863876704,2023-07-27 13:20:30,38.555547941181,-102.24924354130754,10186.186438119701,221.92636421680615,0.18929509830569913,261.621721568063,a967c9,2023-07-27 13:19:50,38.563573262661954,-102.15390906949352,10668.0,272.86156577666975,0.18929509830569913,81.67726737338045
c0614d,2023-07-27 11:10:06,32.979699751690596,-96.69092034091484,10956.840301199936,226.55214015917204,1.4810591812274472,336.71839759893356,0,-1,0,2023-07-27 12:13:06,38.58126434781957,-103.1255916140164,10972.008652708695,219.0783595568472,-0.0003144588190792696,320.02330371124964,2023-07-27 11:25:06,34.66805927170494,-97.56209213822136,10956.840301199936,221.46813046299468,0.0,315.73079062664675,abfd8c,2023-07-27 11:24:07,34.7274,-97.57958888888889,10668.0,246.80087484686777,0.0,146.88888888888889
